date	text	rating	aspects	sentiment	aspects_pretty	entities	person	geopolitical area	date	cardinal number	quantity	group	event	money	percent	organization	time	ordinal number	location	product	work of art	facility
2021-11-26	Ставлю 4 звезды из за того,что на видео ствол ели плотно обмотан под цвет лап,а в реалии дешевый лысый дождик .Этот дождик и на стволе и на лапах.Если она 100%литая,то какой дождик?За 23700 дождик.Это не серьезно.Настроение испорчено.Проверьте ,возможно мне положили не ту елку.Из плюсов иголочки. мягонькие ,как настоящие.Цвет реалистичный.Жалко.Отказ.Надеюсь следующая елка придет ,как на видео.	star4	['ствол', 'дождик', 'иголочки', 'Цвет']	['Negative', 'Negative', 'Positive', 'Positive']	ствол, дождик, иголочки, Цвет	[{'text': '4', 'start': 6, 'end': 8, 'tokens': ['▁4'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': '23700', 'start': 183, 'end': 189, 'tokens': ['▁23', '700'], 'names': ['B-cardinal number', 'I-cardinal number'], 'filled': {'cardinal number'}}]				['4', '23700']												
2022-06-22	Покупала в 20-х числах декабря за 2911р. Ёлка хорошая,в подарок положили брелок с символом наступающего года. Очень сыпется. Собрала без инструкции потому что всё предельно ясно)	star4	['Ёлка']	['Positive']	Ёлка	[{'text': '20-х числах декабря', 'start': 10, 'end': 30, 'tokens': ['▁20-', 'х', '▁числа', 'х', '▁декабря'], 'names': ['B-date', 'I-date', 'I-date', 'I-date', 'I-date'], 'filled': {'date'}}, {'text': '2911р.', 'start': 33, 'end': 40, 'tokens': ['▁29', '11', 'р', '.'], 'names': ['B-money', 'I-money', 'I-money', 'O'], 'filled': {'money'}}, {'text': 'наступающего года.', 'start': 90, 'end': 109, 'tokens': ['▁наступа', 'ющего', '▁года', '.'], 'names': ['B-date', 'O', 'I-date', 'O'], 'filled': {'date'}}]			['20-х числах декабря', 'наступающего года.']					['2911р.']								
2022-05-16	"""Ваше сообщение содержит не только информацию о товаре"" (с) В общем, правду тут не напишешь. Коробка убитая, состояние ёлки в пункте приёма никак не проверить. Только при сборке. Много наклеек других городов - постоянно был отказ? На одной сорванной две первые буквы ""ре ..."". **кламация?"	star4	['Коробка', 'сборке']	['Negative', 'Negative']	Коробка, сборке	[{'text': 'одной', 'start': 233, 'end': 239, 'tokens': ['▁одной'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': 'две', 'start': 249, 'end': 253, 'tokens': ['▁две'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['одной', 'две']												
2022-01-25	Коробка целая.	star5	['Коробка']	['Positive']	Коробка	[]																
2022-01-22	Муж принёс ёлку, на которой уже была печать магазина Возврат. Я бы даже не смотрела. Открыли-внутри на пластмассовом переходник трещины, веточки вроде все, красивые, шишки пакоцаные, гирлянда была и магнит тоже. Жалко, так бы забрали. Зачем возврат продавать? Вдруг кто возьмёт? 	star1	['ёлку', 'веточки', 'шишки', 'гирлянда', 'магнит']	['Negative', 'Positive', 'Positive', 'Positive', 'Positive']	ёлку, веточки, шишки, гирлянда, магнит	[{'text': 'Возврат.', 'start': 52, 'end': 61, 'tokens': ['▁Воз', 'врат', '.'], 'names': ['B-organization', 'I-organization', 'O'], 'filled': {'organization'}}]										['Возврат.']						
2022-01-19	Ёлочка пушистая, я бы сказала сосна. На работе на ресепшене стоит, мигает! Отлично смотрится. К шишкам в комплекте купила маленькие золотые шарики. Спасибо!	star5	[]	[]		[]																
2022-01-17	Хорошая елка,пышная,устойчивая. Немного сыпиться	star5	['елка']	['Positive']	елка	[]																
2022-01-10	Заказала две ёлки, одна пришла качественная! А вот вторая лезет до ужаса и осыпается, и каждый раз я на полу собираю такие пучки… Ув. производитель.. делайте качественно каждую ёлочку! 	star3	[]	[]		[{'text': 'две', 'start': 8, 'end': 12, 'tokens': ['▁две'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['две']												
2022-01-10	Елка может сама и хорошая. Но платить деньги за голый ствол и ржавчину. Отказ при получении!	star3	['Елка']	['Neutral']	Елка	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2022-01-02	Супер ёлка!!!!	star5	['ёлка']	['Positive']	ёлка	[]																
2021-12-31	Низкий поклон,это не ёлка-это КОРОЛЕВА,доставка комплектация просто на все 100%,благодарю и производителя и магазин wb,производителю желаю всех БЛАГ В НАСТУПАЮЩЕМ НГ,РЕБЯТА ВЫ СУПЕРСКИЕ,ВЫ ИСПОЛНИЛИ МОЮ МЕЧТУ 7-МИ ЛЕТНЮЮ,ПУСТЬ К ВАМ ВАМ ПРИБУДЕТ ЗА ИСПОЛНЕНИЕ МОЕЙ МЕЧТЫ!!!Я ПРАВДА НЕ ОЖИДАЛА ТАКОГО!!!ДУМАЛА...ДРИСТЛЯВАЯ БУДЕТ,А ОНА...КОРОЛЕВААА!!!ОТДЕЛЬНОЕ СПАСИБО ЗА ПОДАРОК,ПОВЕСИЛА НА ХОЛОДИЛЬНИК И ПОГЛАДИЛА,ЖЕЛАНИЕ ЗАГАДАЛА☺ДО СЛЕЗ РАССТРОГАЛАСЬ,НИЗКИЙ ПОКЛОН ЗА ТАКУЮ КРАСОТУ🥰🥰🥰	star5	[]	[]		[{'text': '7-МИ ЛЕТНЮЮ,ПУСТЬ', 'start': 208, 'end': 226, 'tokens': ['▁7-', 'МИ', '▁', 'ЛЕТ', 'Н', 'Ю', 'Ю', ',', 'ПУ', 'С', 'ТЬ'], 'names': ['B-date', 'I-date', 'I-date', 'I-date', 'I-date', 'I-date', 'I-date', 'O', 'O', 'O', 'O'], 'filled': {'date'}}]			['7-МИ ЛЕТНЮЮ,ПУСТЬ']													
2021-12-29	Столько было комментариев негативных, и вот надо было заказать все равно…. Где обещанные гирлянда и символ года ?!?!?!ммммм?????отвратительно. И елка не стоит своих денег, уж поверьте 	star1	[]	[]		[]																
2021-12-29	Чудесная малышка. Брала 45 см. Гирлянда, шишка и магнитик в подарок. Пришла собранная. Поставила , украсила, сразу поднялось настроение. Спасибо.	star5	['малышка']	['Positive']	малышка	[{'text': '45 см.', 'start': 23, 'end': 30, 'tokens': ['▁45', '▁см', '.'], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}]					['45 см.']											
2021-12-29	Смотриться красиво когда соберешь, но качество ужасное. Ствол весь ржавый, ветки закрепляются как попало и гирлянду обещанную мы не увидели((((	star3	['Ствол', 'ветки']	['Negative', 'Negative']	Ствол, ветки	[]																
2021-12-29	Елка супер и подарочки прилагались!Минус звезда за доставку,ну очень долго ждали	star4	['Елка', 'доставку']	['Positive', 'Negative']	Елка, доставку	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2021-12-29	Ёлка хорошая, выглядит как настоящая, гирлянда светит ярко всё нормально, в падарок магнитик был положен	star5	['Ёлка', 'гирлянда']	['Positive', 'Positive']	Ёлка, гирлянда	[]																
2021-12-28	Товар получен. Отличная елка. Собрали, распушили. В целом все норм.	star5	['елка']	['Positive']	елка	[]																
2021-12-28	Спасибо за товар. По косякам только треснутый корпус блока питания гирлянды. Всех с наступающим Новым годом! 	star4	['товар', 'корпус блока питания']	['Positive', 'Negative']	товар, корпус блока питания	[{'text': 'наступающим', 'start': 83, 'end': 95, 'tokens': ['▁наступа', 'ющим'], 'names': ['O', 'I-date'], 'filled': {'date'}}, {'text': 'Новым годом!', 'start': 95, 'end': 108, 'tokens': ['▁Новы', 'м', '▁год', 'ом', '!'], 'names': ['B-event', 'I-event', 'I-event', 'I-event', 'O'], 'filled': {'event'}}]			['наступающим']				['Новым годом!']									
2021-12-27	"Ствол  от верхушки  ""голый"" .Ветки  крутятся,есть лишние ветки."	star3	['Ствол', 'Ветки']	['Negative', 'Neutral']	Ствол, Ветки	[]																
2021-12-27	Отличная ёлочка!Ребенок рад,хорошая устойчивая подставка!Гирлянда на 6 м,шишки и магнит с символом года присутствуют!За такие деньги просто супер, спасибо!	star5	['ёлочка', 'подставка', 'Гирлянда']	['Positive', 'Positive', 'Positive']	ёлочка, подставка, Гирлянда	[{'text': '6 м,шишки', 'start': 68, 'end': 78, 'tokens': ['▁6', '▁м', ',', 'ши', 'шки'], 'names': ['B-quantity', 'I-quantity', 'O', 'O', 'O'], 'filled': {'quantity'}}]					['6 м,шишки']											
2021-12-26	Прекрасная елка,быстро собрали,немного осыпается,не критично😍 Спасибо за подарочки😐	star5	['елка']	['Neutral']	елка	[]																
2021-12-26	Елочка пришла быстро, довольны очень ,пушистая , шишки , гирлянды , и даже магнитик положили спасибо.	star5	['Елочка', 'шишки', 'гирлянды', 'магнитик']	['Positive', 'Positive', 'Positive', 'Positive']	Елочка, шишки, гирлянды, магнитик	[{'text': 'Елочка', 'start': 0, 'end': 6, 'tokens': ['▁Ел', 'очка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елочка']															
2021-12-26	Ёлка шикарная, пушистая. Шишки в подарок, брелок, только гирлянду в подарок положили примерно 2 м🤨. Звезду сняла за то, что долго шла, меняли на складах, думала уже не привезут. 	star4	['Ёлка', 'Шишки', 'брелок', 'гирлянду']	['Positive', 'Positive', 'Positive', 'Negative']	Ёлка, Шишки, брелок, гирлянду	[{'text': 'примерно 2 м🤨.', 'start': 84, 'end': 99, 'tokens': ['▁примерно', '▁2', '▁м', '🤨', '.'], 'names': ['B-quantity', 'I-quantity', 'I-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}]					['примерно 2 м🤨.']											
2021-12-26	Сначала лысая была ,очень расстроилась ,но потом когда веточки все рассправила 🥰 очень красивая ,рекомендую 🥰😍 и целых 3 подарочка 🥰спасибо 🥰	star5	['подарочка']	['Positive']	подарочка	[{'text': '3', 'start': 118, 'end': 120, 'tokens': ['▁3'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['3']												
2021-12-25	Прекрасная ёлочка! Положили гирлянду, шишки и брелок тигра в подарок! Елка пушистая, не облетает, легко собирается. Мы рады, спасибо! Цена в ращы ниже, чем в магазине. Пришла быстро, 3-4 дня. До НГ успели😅👍	star5	['ёлочка']	['Positive']	ёлочка	[{'text': '3-4 дня.', 'start': 182, 'end': 191, 'tokens': ['▁3-4', '▁дня', '.'], 'names': ['B-date', 'I-date', 'O'], 'filled': {'date'}}, {'text': 'НГ', 'start': 194, 'end': 197, 'tokens': ['▁', 'НГ'], 'names': ['B-date', 'I-date'], 'filled': {'date'}}]			['3-4 дня.', 'НГ']													
2021-12-25	Всё отлично В коробке и гирлянда была и магнитик.Спасибо.	star5	['гирлянда', 'магнитик']	['Positive', 'Positive']	гирлянда, магнитик	[]																
2021-12-25	Спасибо! Шикарная сосна за смешную цену! Брала 240 за 3750.	star5	['сосна']	['Positive']	сосна	[{'text': '240', 'start': 46, 'end': 50, 'tokens': ['▁240'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['240']												
2021-12-25	"Ёлка конечно так себе! Не разделяю восторгов всех кто пишет что прям супер ёлочка!
Ствол в одном месте был ржавый!!! Видимо это говорит о нарушении хранения. Вокруг ствола еле еле накручены зелёная пушинка или как она называется. Лучше уж тогда просто в зелёный цвет покрасили бы...
Для чего то остались 5 железных проволок. Так и не разобрались, инструкции нет.
Ветки после фиксации не плотно сидят в пазах, туда сюда шатаются.
И да, в середине она лысая! Пушистая только по краям. Хотя когда завешалась игрушками, мишурой и гирляндой в глаза не бросается.
На верхушку невозможно нацепить звезду, ветка просто не выдерживает, гнется и звезда падает.
Напыления, типа снег на ветках, очень мало, можно сказать что нет.
В общем если бы я видела ее вживую, точно бы не взяла.
Спасибо за гирлянду (горит синим) и 5 шишек."	star3	[]	[]		[{'text': '5', 'start': 303, 'end': 305, 'tokens': ['▁5'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': '5', 'start': 808, 'end': 810, 'tokens': ['▁5'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['5', '5']												
2021-12-25	Рекомендую . Ну очень красивая. Подарок гирлянда и магнитик	star5	['гирлянда', 'магнитик']	['Positive', 'Positive']	гирлянда, магнитик	[]																
2021-12-24	Получили, распаковали.Елка размер 1,2м.Спасибо за подарки магнит, гирлянда и шишки 3 шт. Ёлочку украсили, пышная красавица наша. Товар отличный и качество хорошее. Доставка быстрая. Спасибо огромное	star5	['гирлянда', 'шишки', 'Товар', 'Доставка']	['Positive', 'Positive', 'Positive', 'Positive']	гирлянда, шишки, Товар, Доставка	[{'text': '1,2м.Спасибо', 'start': 33, 'end': 46, 'tokens': ['▁1,2', 'м', '.', 'Сп', 'аси', 'бо'], 'names': ['B-quantity', 'I-quantity', 'O', 'O', 'O', 'O'], 'filled': {'quantity'}}, {'text': '3', 'start': 82, 'end': 84, 'tokens': ['▁3'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['3']	['1,2м.Спасибо']											
2021-12-24	Ёлка пушистая красивая брала на 60. Устойчивая , в наборе была гирлянда, магнитик символ года и 2 шишки. Спасибо продавцу	star5	['Ёлка', 'гирлянда', 'магнитик']	['Positive', 'Positive', 'Positive']	Ёлка, гирлянда, магнитик	[{'text': '60.', 'start': 31, 'end': 35, 'tokens': ['▁60', '.'], 'names': ['B-cardinal number', 'O'], 'filled': {'cardinal number'}}, {'text': '2', 'start': 95, 'end': 97, 'tokens': ['▁2'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['60.', '2']												
2021-12-24	Сепер елка	star5	[]	[]		[{'text': 'Сепер', 'start': 0, 'end': 5, 'tokens': ['▁Се', 'пер'], 'names': ['B-person', 'I-person'], 'filled': {'person'}}]	['Сепер']															
2021-12-24	Елка классная	star5	['Елка']	['Positive']	Елка	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2021-12-24	Елка хорошая, но при сборке руки были чёрные и белая посыпка вся была на полу, собрали быстро и легко, макушка стоит не совсем ровно. В целом ребёнок в восторге	star5	['Елка', 'макушка']	['Positive', 'Negative']	Елка, макушка	[]																
2021-12-23	Елка классная,пушистая.супер.	star5	['Елка']	['Positive']	Елка	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2021-12-23	Соответствует описанию. Основа слабовата, но в целом мы довольны. Гирлянда в подарок коротковата для этой елки, но все равно хорошая.	star5	['Основа', 'Гирлянда']	['Neutral', 'Neutral']	Основа, Гирлянда	[]																
2021-12-23	Отличная ёлочка, полностью довольна покупкой! Быстро собирается, хорошо смотрится. Отдельное спасибо продавцу за герлянду и магнитик	star5	['ёлочка', 'герлянду', 'магнитик']	['Positive', 'Positive', 'Positive']	ёлочка, герлянду, магнитик	[]																
2021-12-23	Ёлка супер, собирается легко. Пушистая.	star5	['Ёлка']	['Positive']	Ёлка	[]																
2021-12-22	Красивая ёлка, осыпается только при сборки	star4	['ёлка']	['Positive']	ёлка	[]																
2021-12-22	Лучшая покупка на валберес!!! Елочка просто чудесная! Пушистая, особо не сыпется. Каждая веточка в пакетике. Ещё и подарок 😍😍😍 гирлянда и брелок. Спасибо за чудесное настроение и приятную покупку! 	star5	['Елочка', 'гирлянда']	['Positive', 'Positive']	Елочка, гирлянда	[]																
2021-12-22	Елка красивая, пушистая! Гирлянда и магнитик есть, шишек нет. Была упакована просто в пакет, что слегка смутило, должна была быть упакована в цветную коробку, если бы на подарок-отказалась бы, а для себя сойдет и так.	star5	['Елка', 'Гирлянда', 'магнитик', 'пакет']	['Neutral', 'Neutral', 'Neutral', 'Negative']	Елка, Гирлянда, магнитик, пакет	[]																
2021-12-22	Сыпется сильно. Достать даже не успели из коробки. Магнит был, гирлянды нет было. Очень жаль, придется искать по магазинам.	star3	['Магнит', 'гирлянды']	['Negative', 'Negative']	Магнит, гирлянды	[]																
2021-12-22	Суперская елка ! Брала за 2600,180см	star5	['елка']	['Positive']	елка	[]																
2021-12-22	Отличная елка	star5	['елка']	['Positive']	елка	[]																
2021-12-22	Отличная ёлочка.	star5	['ёлочка']	['Positive']	ёлочка	[]																
2021-12-22	"Выглядит неплохо, довольно пушистая. Хотя одна трубка из основания была погнута и ржавчина внутри. 
Инструкция по сборке вроде не нужна, но остались непонятные 6 металлических дужек. 
И зачем писать в комплектацию гирлянду и символ года, если по факту этого нет? Не очень расстроены, но факт: коробка цела и запечатана, внутри детали самой ёлки и пять шишек."	star4	['трубка', 'металлических дужек']	['Negative', 'Negative']	трубка, металлических дужек	[{'text': 'одна', 'start': 41, 'end': 46, 'tokens': ['▁одна'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': '6', 'start': 159, 'end': 161, 'tokens': ['▁6'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': 'пять', 'start': 346, 'end': 351, 'tokens': ['▁пять'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['одна', '6', 'пять']												
2021-12-22	Вы серьёзно? Ёлка лысая!!!дети и я в шоке. Качество отвратительно. Лна сыпется. Руки после распаковки в мазуте. Большое разочарование у детей!это в первую очередь,  детский праздник,  а тут такую ёлку получить. Пришлось идти в магазин и покупать другую. Я понадеялась на отзывы. Но разочарование. Фото у Вас не соответствует! По факту ёлка лысая!	star1	['Ёлка', 'Фото']	['Negative', 'Negative']	Ёлка, Фото	[]																
2021-12-21	Хорошая Ёлка, качественная. Пришла быстро , хорошо упакованная. Коробка целая. Спасибо за подарочки ( гирлянду и магнитик ), очень приятно.	star5	['Ёлка', 'гирлянду', 'магнитик']	['Positive', 'Positive', 'Positive']	Ёлка, гирлянду, магнитик	[]																
2021-12-21	Спасибо за ёлочку! Пушистая красотка, пришла быстро, гирлянда и тигрёнок в подарок, собирается легко, пять звёзд!!!!! 	star5	['ёлочку', 'гирлянда', 'тигрёнок']	['Positive', 'Positive', 'Positive']	ёлочку, гирлянда, тигрёнок	[{'text': 'пять', 'start': 101, 'end': 106, 'tokens': ['▁пять'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['пять']												
2021-12-21	Хорошая ёлочка, пушистая! Отдельное спасибо за подарочки, гирлянда шишечки и магнитик :)	star5	['ёлочка', 'подарочки', 'гирлянда', 'магнитик']	['Positive', 'Positive', 'Positive', 'Positive']	ёлочка, подарочки, гирлянда, магнитик	[]																
2021-12-21	Ёлочка очень красивая, берите не пожалеете	star5	['Ёлочка']	['Positive']	Ёлочка	[]																
2021-12-21	Очень хорошая ёлочка, пушистая, легко собирается. А очень порадовали подарочки😃, гирлянда,шишки и магнитик с символом года. Спасибо, валберис за такие приятности😃😃😃	star5	['ёлочка', 'подарочки😃', 'гирлянда', 'шишки', 'магнитик']	['Positive', 'Positive', 'Positive', 'Positive', 'Positive']	ёлочка, подарочки😃, гирлянда, шишки, магнитик	[{'text': 'валберис', 'start': 132, 'end': 141, 'tokens': ['▁', 'вал', 'бери', 'с'], 'names': ['B-person', 'B-person', 'O', 'O'], 'filled': {'person'}}]	['валберис']															
2021-12-21	Чудесная ёлочка, очень понравилась, подарки тоже! Красота! Благодарю от души!	star5	['ёлочка', 'подарки']	['Positive', 'Positive']	ёлочка, подарки	[]																
2021-12-21	Ёлка хорошая, сначала мне показалась она голой, но когда ветки раздвинули, оказалось классная елка. Правда шла долго, напутали с адресом. Уже хотела отказаться.	star5	['Ёлка']	['Positive']	Ёлка	[]																
2021-12-20	Понравилась , дети рады !	star5	['дети']	['Positive']	дети	[]																
2021-12-20	"Елка отличная, полностью соответствует описанию и стоит своих денег. В комплекте и гирлянда и шишки и тигренок. Сняла звезду из-за того, что  местами ствол покрыт ржавчиной и на 5м ярусе одна из веток не заходит в крепление.... мешает какая то железка.... это не критично, но неприятно.
Так же не совсем понятно как крепить шишки... есть железные прутики, но как их приладить непонятно..."	star4	['Елка', 'гирлянда', 'шишки', 'тигренок', 'ствол', 'крепление']	['Positive', 'Positive', 'Positive', 'Negative', 'Negative', 'Negative']	Елка, гирлянда, шишки, тигренок, ствол, крепление	[{'text': '5м', 'start': 177, 'end': 180, 'tokens': ['▁5', 'м'], 'names': ['B-quantity', 'I-quantity'], 'filled': {'quantity'}}]					['5м']											
2021-12-19	Не особо пушистая	star3	[]	[]		[]																
2021-12-19	Супер. Рекомендую.	star5	[]	[]		[]																
2021-12-19	За такую цену ожидала лучшего, да пушистая, выглядит красиво, но сыпится как настоящая, весь пол в искуственных иголках и на ощупь очень колючая и неприятный налёт на руках остаётся после, того как потрогаешь ветку. А это мы её только собрали, щас начнём украшать вообще осыпится, обидно(((	star3	['пол', 'иголках', 'ветку']	['Negative', 'Negative', 'Negative']	пол, иголках, ветку	[]																
2021-12-19	Елка супер 🌲	star5	['Елка']	['Positive']	Елка	[]																
2021-12-18	Хорошая елка, гирлянду положили 	star5	['елка']	['Positive']	елка	[]																
2021-12-18	Классная елка. Рекомендую.	star5	['елка']	['Positive']	елка	[]																
2021-12-18	Ель хорошая, но на картинке более пушистая!! Когда украсили не заметно стало	star5	['Ель']	['Positive']	Ель	[]																
2021-12-18	За Елочку однозначно 5! Пышная красавица, собирается быстро! Спасибо продавцу за подарки!	star5	['Елочку', 'продавцу']	['Positive', 'Positive']	Елочку, продавцу	[{'text': 'Елочку', 'start': 2, 'end': 9, 'tokens': ['▁Ел', 'очку'], 'names': ['B-person', 'O'], 'filled': {'person'}}, {'text': '5!', 'start': 20, 'end': 23, 'tokens': ['▁5', '!'], 'names': ['B-cardinal number', 'O'], 'filled': {'cardinal number'}}]	['Елочку']			['5!']												
2021-12-18	Ёлка хорошая, пушистая.	star5	['Ёлка']	['Positive']	Ёлка	[]																
2021-12-18	Брали ёлку 120 см, пышная, но есть небольшие проплешины, это ничего страшного. Доставка быстрая, всё понравилось, спасибо)	star5	['ёлку', 'Доставка']	['Positive', 'Positive']	ёлку, Доставка	[{'text': '120 см,', 'start': 10, 'end': 18, 'tokens': ['▁120', '▁см', ','], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}]					['120 см,']											
2021-12-18	Отличная елка,красива .высота 210	star5	['елка']	['Positive']	елка	[]																
2021-12-18	Отличная ёлочка) пушистая, без запаха, всё целое, хорошо упаковали) пришла быстро и гирлянда в подарок тоже прекрасно, положили ещё 2 магнитика тигрят, и 2 шишки. Спасибо большое, приятно!)	star5	['ёлочка', 'гирлянда']	['Positive', 'Positive']	ёлочка, гирлянда	[{'text': '2', 'start': 131, 'end': 133, 'tokens': ['▁2'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}, {'text': '2', 'start': 153, 'end': 155, 'tokens': ['▁2'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['2', '2']												
2021-12-17	Елка пришла быстро ,гирлянду положила , коробка вся помятая и порванная , 5 шишек , символ года не положили , в коробке валялись железки .    установлю елку пришлю фотки 	star3	['гирлянду', 'коробка', 'символ года']	['Neutral', 'Negative', 'Negative']	гирлянду, коробка, символ года	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}, {'text': '5', 'start': 73, 'end': 75, 'tokens': ['▁5'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]	['Елка']			['5']												
2021-12-17	Заказывали ёлку 210, а на самом деле 180, одна ветка сломана, очень расстроились	star2	['ёлку']	['Negative']	ёлку	[{'text': '210,', 'start': 15, 'end': 20, 'tokens': ['▁210', ','], 'names': ['B-cardinal number', 'O'], 'filled': {'cardinal number'}}, {'text': '180, одна', 'start': 36, 'end': 46, 'tokens': ['▁180', ',', '▁одна'], 'names': ['B-cardinal number', 'O', 'B-cardinal number'], 'filled': {'cardinal number'}}]				['210,', '180, одна']												
2021-12-17	Очень красивая и густая елка. То что и хотели . В подарок положили гирлянду и брелок-чему очень обрадовался малыш. Спасибо за новогоднюю сказку.	star5	['елка']	['Positive']	елка	[]																
2021-12-17	Хорошая ёлочка,пушистая)сняла звезду за то,что при установке некоторых веток были трудности,отверстие для ветки было перекрыто каким то гвоздём. В целом хорошая,муж справился с трудностями))гирлянда,шишки и брелок с тигром на месте.	star4	['ёлочка', 'гирлянда', 'брелок с тигром']	['Positive', 'Positive', 'Positive']	ёлочка, гирлянда, брелок с тигром	[]																
2021-12-16	Ёлка пушка❤	star5	[]	[]		[{'text': 'Ёлка', 'start': 0, 'end': 4, 'tokens': ['▁', 'Ё', 'лка'], 'names': ['B-person', 'B-person', 'I-person'], 'filled': {'person'}}]	['Ёлка']															
2021-12-16	Елка пришла ржавая и вся в непригодном состоянии	star1	['Елка']	['Negative']	Елка	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2021-12-15	Спасибо большое за эту елочку. Цена отличная, брали 210 см. В комплекте шишки, гирлянда и тигренок. Гирлянда объективно - не очень. Сильно греется и для такой ёлки ооооочень маленькая 😄 Собрали почти легко. Один раз пришлось применить силу, потому что деталька мешала ветки встать на место. Из некоторых веточек сыпались иголки. Одна веточка выглядит сильно уставшей, к сожалению. Но в целом впечатление отличное. Большая, пышная, красивая.	star4	['Цена', 'шишки', 'гирлянда', 'тигренок', 'ветки']	['Positive', 'Positive', 'Positive', 'Negative', 'Negative']	Цена, шишки, гирлянда, тигренок, ветки	[{'text': '210 см.', 'start': 51, 'end': 59, 'tokens': ['▁210', '▁см', '.'], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}, {'text': 'Один', 'start': 206, 'end': 211, 'tokens': ['▁Один'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['Один']	['210 см.']											
2021-12-14	Отличная ёлочка! Пышная и красивая! Взяли 210см, за эту стоимость очень 👍	star5	['ёлочка', 'стоимость']	['Positive', 'Positive']	ёлочка, стоимость	[{'text': '210см,', 'start': 41, 'end': 48, 'tokens': ['▁210', 'см', ','], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}]					['210см,']											
2021-12-14	Отличная,в меру пушистая ёлка,иголки не осыпаются,цвет яркий,пластикового запаха нет,все заявленные подарки лежали в коробке.Спасибо производителю порадовали и детей и взрослых.	star5	['ёлка', 'цвет']	['Positive', 'Positive']	ёлка, цвет	[]																
2021-12-14	Смотрится не плохо, все подарки на месте. Слегка пустовата внутри, в середине. Но мы нашли выход. Веток снаружи достаточно, некоторые просто отогнули внутрь. В общем за такие деньги нормальная сосна	star4	['внутри', 'сосна']	['Neutral', 'Neutral']	внутри, сосна	[]																
2021-12-14	Елка выше всех похвал, пушистая, красивая сосна.	star5	['Елка', 'сосна']	['Positive', 'Positive']	Елка, сосна	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2021-12-14	Ёлочка очень хорошенькая пушистая, очень легко собирается. Легонькая. В подарок положили хорошую большую гирлянду и магнитик тигрёнка. Очень довольна покупкой!	star5	['Ёлочка', 'гирлянду', 'магнитик']	['Positive', 'Positive', 'Positive']	Ёлочка, гирлянду, магнитик	[]																
2021-12-14	Не айс. Заказала ёлочку 120 см, не в восторге.	star3	['ёлочку']	['Negative']	ёлочку	[{'text': '120 см,', 'start': 23, 'end': 31, 'tokens': ['▁120', '▁см', ','], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}]					['120 см,']											
2021-12-16	Ёлочка симпатичная. Сняла здезду за запах, также немного сыпется и внутри лысоватая. На мой взгляд не стоит таких денег .	star4	['Ёлочка']	['Positive']	Ёлочка	[]																
